URL,期望下单量,实际下单量,完成量,缺少量,订单数,类型,note_id,状态
http://xhslink.com/o/8iH7w9LpJze,8000,4000,4141,-141,1,view,6a12d44500000000350328a3,"completed"
http://xhslink.com/o/AREqBvrM5E7,3000,3000,3272,-272,2,view,6a14353a00000000070257f3,"completed"
http://xhslink.com/o/7mtxPHPFmCJ,1000,1000,1245,-245,1,view,6a13dd47000000003601d0d7,"completed"
http://xhslink.com/o/61cOmXQqjBW,1000,1000,1220,-220,1,view,6a14f183000000000603798a,"completed"
http://xhslink.com/o/86vWsdUE0zz,500,500,529,-29,1,view,6a0fffba000000003503367c,"completed"
http://xhslink.com/o/8yzMltyvF3R,1500,1500,1644,-144,1,view,6a13a4bc0000000035025b41,"completed"
http://xhslink.com/o/3hdUV2TspTe,2500,2500,2826,-326,1,view,6a1149f70000000008031d4e,"completed"
http://xhslink.com/o/8CgdzGStFyz,1000,1000,1064,-64,1,view,6a131b4200000000070101cb,"completed"
http://xhslink.com/o/16RgAjxUpjx,2000,4000,4207,-207,3,view,6a119b27000000003601a330,"completed"
http://xhslink.com/o/ZAwx5j42Dm,2000,2000,2046,-46,1,view,6a0ef465000000003701c1f8,"completed"
http://xhslink.com/o/3rJjgM0sOR0,2000,2000,2064,-64,1,view,6a13c5c9000000000802434a,"completed"
http://xhslink.com/o/6liLPWQxEuG,3000,9000,9573,-573,3,view,6a0eb6cb000000003701c9ac,"completed"
http://xhslink.com/o/8hr4jeuqkJG,3000,3000,3346,-346,1,view,6a103eae000000003503a051,"completed"
http://xhslink.com/o/AvbLlrISuSR,3000,3000,3333,-333,1,view,6a12f24a00000000370376fe,"completed"
http://xhslink.com/o/52dySCvIaPq,3000,3000,3028,-28,1,view,6a0c4a55000000003700c795,"completed"
http://xhslink.com/o/4on7DzqZEI,3000,6000,6117,-117,2,view,6a0c3bd5000000003701da18,"completed"
http://xhslink.com/o/9YHOkMQIDFZ,3000,3000,3047,-47,1,view,69fb11da0000000037037305,"completed"
http://xhslink.com/o/3ePZnXbxAxe,3000,3000,3031,-31,1,view,6a052f2b0000000038035606,"completed"
http://xhslink.com/o/96Zu53d1XfC,1000,1000,1060,-60,1,view,6a13f51b000000000702e314,"completed"
http://xhslink.com/m/95eQjocuzjg,1000,1000,1025,-25,1,view,6a0130be0000000008001c3c,"completed"
http://xhslink.com/m/AvbHWVBU4ya,1000,1000,1023,-23,1,view,69d629ae0000000022024aac,"completed"
http://xhslink.com/o/9CKs1L9iWLu,8000,8000,8369,-369,1,view,6a144da60000000008003248,"completed"
http://xhslink.com/o/8PFOSx2fuWL,2000,4000,4009,-9,2,view,6a0d62fa000000003502db5f,"completed"
http://xhslink.com/o/7FEIDn0pcvl,1000,4000,4064,-64,2,view,6a0c0422000000003701c5a7,"completed"
http://xhslink.com/o/2AWcMzE2ud5,2000,5000,5117,-117,3,view,6a0fea920000000036033615,"completed"
http://xhslink.com/o/AXKrN5NYwPF,3000,3000,3109,-109,1,view,6a07457c0000000008002d41,"completed"
http://xhslink.com/o/4K6jbUIiySA,2000,3000,3047,-47,2,view,6a11554800000000380218ee,"completed"
http://xhslink.com/o/8jPtExGwvb4,1000,1000,1034,-34,1,view,6a11680c000000003503825c,"completed"
http://xhslink.com/o/2GVIVPkOrEW,1000,1000,1105,-105,1,view,6a100ca2000000000702d96e,"completed"
http://xhslink.com/o/8NaxtdLPPeo,1000,1000,1252,-252,1,view,6a13bbb9000000003803435b,"completed"
http://xhslink.com/o/9TkOgUtI0mf,1000,1000,1100,-100,1,view,6a13c6c0000000003501d16c,"completed"
http://xhslink.com/o/4jdIORZpBD8,3000,3000,3007,-7,1,view,6a115570000000003502e22c,"completed"
http://xhslink.com/o/19W79I39MtJ,2000,2000,2173,-173,1,view,6a140a1d000000003502cd93,"completed"
http://xhslink.com/o/8A2Yc3uehYy,1000,4000,4302,-302,3,view,6a1023ec0000000035023e41,"completed"
http://xhslink.com/o/AkrZre1Tu7q,2000,2000,2203,-203,1,view,6a14f7f10000000035027563,"completed"
http://xhslink.com/o/4SkvNSCVmrm,1000,1000,1429,-429,1,view,6a13bafb000000003503361a,"completed"
http://xhslink.com/o/sBJrvA7Sc0,2000,2000,2123,-123,1,view,6a13bbae00000000360187e5,"completed"
http://xhslink.com/o/1wwfiSrhTR9,4000,4000,4016,-16,1,view,6a1263420000000036032a5f,"completed"
http://xhslink.com/o/5UgOS6noz1E,3000,3000,3050,-50,1,view,6a101c18000000000603163f,"completed"
http://xhslink.com/o/80bao2r9u8k,1000,1000,1037,-37,1,view,6a0b010d000000003701ec8b,"completed"
http://xhslink.com/o/7XVohUR2AP3,1000,2000,2027,-27,2,view,6a0bcb6100000000370341bc,"completed"
http://xhslink.com/m/sdGsvsywED,1000,1000,1082,-82,1,view,6a0c0d26000000003502aaa5,"completed"
http://xhslink.com/m/4xEzFK7KIXd,1000,1000,1055,-55,1,view,6a13bea7000000003501e53f,"completed"
http://xhslink.com/m/8A2iAhSaD9Z,1000,1000,1025,-25,1,view,6a0ec7d8000000003600057d,"completed"
http://xhslink.com/m/80uvvFOFoRS,1000,1000,1003,-3,1,view,6a01e80e00000000360018bb,"completed"
http://xhslink.com/m/816MenKUmO1,1000,1000,1016,-16,1,view,69fefa3e000000003502cf68,"completed"
http://xhslink.com/m/8YSAji0oBR8,1000,1000,1006,-6,1,view,69b7626c00000000230213e0,"completed"
http://xhslink.com/m/3UVTwCPRG8u,1000,1000,1008,-8,1,view,69da0211000000001d0181a4,"completed"
http://xhslink.com/o/2IaQVbvOEDw,500,500,705,-205,1,view,6a14e534000000003501c4a4,"completed"
http://xhslink.com/o/1lFCnNdJgza,1000,1000,1025,-25,1,view,6a0c8100000000003502ed59,"completed"
http://xhslink.com/o/8DtpqwtdR7a,1000,1000,1003,-3,1,view,6a0c1c1a0000000035027dac,"completed"
http://xhslink.com/o/1PzCjTZ59xE,1000,1000,1094,-94,1,view,6a130ab0000000003502dc99,"completed"
http://xhslink.com/o/2smIPUlBiP5,1000,1000,1049,-49,1,view,6a12c75f000000003502ce32,"completed"
http://xhslink.com/o/26jMQN4YiUk,1000,1000,1002,-2,1,view,6a131e080000000035025a90,"completed"
http://xhslink.com/o/qM0LIuIPIK,1000,1000,1003,-3,1,view,6a097c1400000000350386e4,"completed"
http://xhslink.com/o/GUrRf3Mlmk,3000,3000,3032,-32,1,view,6a1470a600000000080252fe,"completed"
http://xhslink.com/o/42OcB58qRnz,10000,10000,10553,-553,1,view,6a14694f0000000035025a9b,"completed"
http://xhslink.com/o/1RSh4l8sNYN,10000,10000,10577,-577,1,view,6a09d5b20000000035022dff,"completed"
http://xhslink.com/o/7PVJCNPzqQg,10000,10000,10534,-534,1,view,6a146e1b0000000036003af2,"completed"
http://xhslink.com/o/3gyLbMFXJsG,10000,10000,10566,-566,1,view,6a146eba000000003700c643,"completed"
http://xhslink.com/o/FWnSoz4fl3,10000,10000,10477,-477,1,view,6a146829000000003502f590,"completed"
http://xhslink.com/o/3aHJWHZOj5K,10000,10000,10476,-476,1,view,6a1467c9000000003502a0f5,"completed"
http://xhslink.com/o/5za21c4rdiy,10000,10000,10552,-552,1,view,6a14677a0000000035039f02,"completed"
http://xhslink.com/o/8cB7jKqVgGZ,10000,10000,10551,-551,1,view,6a146e800000000036003ca3,"completed"
http://xhslink.com/o/7RWJZSK7Fg5,10000,10000,10574,-574,1,view,6a14ea2e00000000360014a5,"completed"
http://xhslink.com/o/2VZcNXNaCFQ,10000,10000,10547,-547,1,view,6a146f14000000003601d0be,"completed"
http://xhslink.com/o/3OOUVZPlmZ8,10000,10000,10556,-556,1,view,6a14ea6a00000000380348db,"completed"
http://xhslink.com/o/9VIljho7htJ,20000,20000,16702,3298,1,view,6a144dbe0000000007020bcc,"running"
http://xhslink.com/o/8zTYHLbJOEF,20000,20000,16088,3912,1,view,6a133df60000000008032f47,"running"
http://xhslink.com/o/8lBIBqV601L,20000,20000,16697,3303,1,view,6a13da2c00000000080303bc,"running"
http://xhslink.com/o/AxNsLGsj84A,20000,20000,17015,2985,1,view,6a144ef60000000006032a09,"running"
http://xhslink.com/o/67ofzBWytdp,20000,20000,16852,3148,1,view,6a13b30d00000000070252ad,"running"
http://xhslink.com/o/7HJUyBefOjM,20000,20000,16695,3305,1,view,6a13b2bd00000000070133d3,"running"
http://xhslink.com/o/5KItLK3HqtJ,1000,1000,1094,-94,1,view,6a0f10fa0000000038037d53,"completed"
http://xhslink.com/o/9m7fz091psd,15000,15000,17230,-2230,1,view,6a133e170000000007022560,"completed"
http://xhslink.com/o/A8AczVV6jXO,15000,15000,17088,-2088,1,view,6a133e6a0000000006021146,"completed"
http://xhslink.com/o/89x8aITWIcX,15000,15000,17208,-2208,1,view,6a133eb2000000000803300a,"completed"
http://xhslink.com/o/8uLbB4DCFIS,15000,15000,17353,-2353,1,view,6a133ef60000000007022628,"completed"
http://xhslink.com/o/6kynYstoyS2,15000,15000,17158,-2158,1,view,6a133f3f0000000006021224,"completed"
http://xhslink.com/o/3dxm3unkvp9,1000,1000,1172,-172,1,view,6a13f3da00000000380217d5,"completed"
http://xhslink.com/o/1BMj5bbiaiI,1500,1500,1506,-6,1,view,6a0d6a7e00000000060368e3,"completed"
http://xhslink.com/o/2kf5iRyy8a3,1500,1500,1519,-19,1,view,6a0e7ef800000000060203a6,"completed"
http://xhslink.com/o/1TqYglrWkyG,2000,2000,2095,-95,2,view,6a13fc2500000000070216cd,"completed"
http://xhslink.com/o/16zLutyK6NT,2000,2000,2193,-193,1,view,6a12b5130000000007012c2e,"completed"
http://xhslink.com/o/AX3nYyWzghM,3000,3000,3044,-44,1,view,6a13fd6a00000000080242b7,"completed"
http://xhslink.com/o/6K3AmAMUCWJ,1000,1000,1159,-159,1,view,6a130406000000003601e80a,"completed"
http://xhslink.com/o/7xZM2UWuPzw,1000,1000,1219,-219,1,view,6a13d2340000000006032d19,"completed"
http://xhslink.com/o/BNBdllUsNU,2000,2000,2047,-47,1,view,6a127ae20000000036032f71,"completed"
http://xhslink.com/o/8MQ5PbVmk29,1000,1000,1298,-298,1,view,6a15029f000000003701e21a,"completed"
http://xhslink.com/o/3er9P8RGHD8,5000,5000,5612,-612,1,view,6a1434e50000000008026d3f,"completed"
http://xhslink.com/o/59v82KxfOgY,5000,5000,5098,-98,1,view,6a13bc6a0000000035024d16,"completed"
http://xhslink.com/o/AhJaZTO5Dvf,6000,6000,9654,-3654,1,view,6a13cf310000000035032061,"completed"
http://xhslink.com/o/c7HgG1AN20,10000,10000,11299,-1299,1,view,6a104ad20000000008030b7c,"completed"
http://xhslink.com/o/MkbS24PuRH,5000,5000,5085,-85,1,view,6a02a8120000000038034321,"completed"
http://xhslink.com/o/2Ij7jPXGMXE,1000,1000,1051,-51,1,view,6a127b74000000003701e2b9,"completed"
http://xhslink.com/o/5DUyHZXF2TW,500,500,807,-307,1,view,6a13b9fe0000000008000862,"completed"
http://xhslink.com/o/5UvckFbUJa7,500,500,763,-263,1,view,6a1400bf0000000007027c0f,"completed"
http://xhslink.com/o/rKliQgaf91,500,500,501,-1,1,view,6a1501b2000000003502ad7b,"completed"
http://xhslink.com/o/1tMBoWgcscP,500,500,804,-304,1,view,6a13b9690000000036000908,"completed"
http://xhslink.com/o/5DdP59EJK21,500,500,782,-282,1,view,6a13ba760000000035033344,"completed"
http://xhslink.com/o/206NxRb5RmA,500,500,803,-303,1,view,6a13bab800000000060215cb,"completed"
http://xhslink.com/o/50jsYM10VTE,500,500,801,-301,1,view,6a1427c30000000008031153,"completed"
http://xhslink.com/o/6Cwqu1zhCE6,500,500,729,-229,1,view,6a13b8df0000000008032c0f,"completed"
http://xhslink.com/o/8IlfZVWPYPu,500,500,823,-323,1,view,6a13fd930000000008032b61,"completed"
http://xhslink.com/o/5CA7PXeY25y,500,500,783,-283,1,view,6a142a770000000008027718,"completed"
http://xhslink.com/o/1ZJVZ25o1Lg,500,500,793,-293,1,view,6a1405c90000000006034324,"completed"
http://xhslink.com/o/2Zs2k6mku1C,1000,1000,1063,-63,1,view,6a10fc6c0000000006020a14,"completed"
http://xhslink.com/o/luHURWkWDo,1000,1000,1029,-29,1,view,6a122e810000000006035b55,"completed"
http://xhslink.com/o/1FPPUDBDNlz,2000,3000,3091,-91,2,view,6a0b8d9f000000003503ade5,"completed"
